2024-08-14,Scanner,933.81,Kolkata,CUST00058,4
2024-04-20,Monitor,712.84,Kolkata,CUST00585,2
2024-05-11,Keyboard,1182.88,Chennai,CUST00752,2
2024-01-28,Keyboard,4152.79,Delhi,CUST00404,3
2024-10-26,Printer,4435.46,Bangalore,CUST00736,5
2024-01-17,Laptop,2114.35,Hyderabad,CUST00140,1
2024-02-03,Scanner,2477.24,Delhi,CUST00895,4
2024-12-06,Monitor,3057.08,Delhi,CUST00420,5
2024-05-31,Monitor,4973.38,Bangalore,CUST00970,2
2024-08-08,Printer,1655.01,Bangalore,CUST00445,5
2024-09-23,Webcam,2232.5,Kolkata,CUST00263,2
2024-02-16,Mouse,1006.05,Chennai,CUST00646,1
2024-01-26,Keyboard,186.32,Bangalore,CUST00275,5
2024-04-17,Scanner,2186.84,Kolkata,CUST00458,5
2024-08-28,Keyboard,1427.35,Bangalore,CUST00509,5
2024-05-20,Webcam,2640.67,Mumbai,CUST00578,2
2024-03-25,Mouse,773.23,Ahmedabad,CUST00186,1
2024-07-30,Monitor,4321.14,Hyderabad,CUST00378,1
2024-05-26,Monitor,2163.82,Hyderabad,CUST00735,3
2024-06-26,Scanner,3156.03,Mumbai,CUST00094,5
2024-10-25,Keyboard,3784.56,Chennai,CUST00022,4
2024-12-02,Printer,917.85,Mumbai,CUST00900,5
2024-10-08,Monitor,1018.75,Ahmedabad,CUST00787,1
2024-09-08,Monitor,4540.35,Delhi,CUST00698,1
2024-08-11,Headphones,3035.03,Kolkata,CUST00605,1
2024-04-17,Printer,4572.93,Bangalore,CUST00605,3
2024-11-14,Keyboard,4896.54,Ahmedabad,CUST00355,3
2024-08-16,Headphones,1395.36,Hyderabad,CUST00496,4
2024-01-14,Webcam,3455.67,Pune,CUST00551,2
2024-02-26,Keyboard,4675.58,Pune,CUST00591,4
2024-04-28,Printer,3738.65,Mumbai,CUST00348,4
2024-08-09,Printer,947.7,Mumbai,CUST00036,5
2024-12-31,Webcam,3884.95,Pune,CUST00961,5
2024-05-20,Monitor,4645.79,Hyderabad,CUST00771,1
2024-11-22,Headphones,471.64,Hyderabad,CUST00886,3
2024-11-08,Laptop,3787.14,Mumbai,CUST00144,5
2024-07-29,Printer,1823.8,Delhi,CUST00228,5
2024-09-12,Keyboard,3280.55,Kolkata,CUST00576,1
2024-07-10,Monitor,3573.21,Ahmedabad,CUST00187,2
2024-08-03,Monitor,770.75,Kolkata,CUST00101,4
2024-02-15,Laptop,3915.16,Mumbai,CUST00149,3
2024-04-03,Mouse,3781.01,Bangalore,CUST00843,2
2024-07-23,Monitor,2289.51,Hyderabad,CUST00099,1
2024-01-27,Headphones,519.95,Kolkata,CUST00655,5
2024-01-01,Monitor,4110.68,Chennai,CUST00783,3
2024-04-12,Webcam,351.44,Hyderabad,CUST00729,1
2024-03-10,Printer,1038.12,Mumbai,CUST00870,4
2024-01-21,Laptop,3575.41,Kolkata,CUST00737,1
2024-05-22,Mouse,3714.89,Ahmedabad,CUST00532,2
2024-11-19,Keyboard,2334.92,Pune,CUST00470,1
2024-02-24,Keyboard,1885.81,Pune,CUST00077,4
2024-05-08,Monitor,4543.26,Ahmedabad,CUST00432,3
2024-07-06,Mouse,4648.87,Mumbai,CUST00195,5
2024-02-11,Laptop,4839.1,Bangalore,CUST00763,2
2024-03-30,Printer,3126.69,Mumbai,CUST00404,1
2024-01-17,Monitor,1812.83,Delhi,CUST00739,3
2024-12-22,Webcam,3590.18,Ahmedabad,CUST00496,2
2024-11-12,Keyboard,3263.22,Pune,CUST00198,2
2024-10-05,Keyboard,1812.48,Ahmedabad,CUST00046,5
2024-03-22,Headphones,3810.65,Mumbai,CUST00774,4
2024-02-15,Printer,807.92,Chennai,CUST00006,4
2024-01-23,Printer,3458.91,Bangalore,CUST00317,2
2024-05-31,Monitor,2466.31,Bangalore,CUST00197,3
2024-09-30,Laptop,880.27,Mumbai,CUST00936,3
2024-02-22,Webcam,3629.65,Chennai,CUST00981,4
2024-08-14,Monitor,1539.86,Delhi,CUST00480,5
2024-05-14,Laptop,4151.8,Mumbai,CUST00438,5
2024-06-19,Laptop,3599.98,Bangalore,CUST00853,1
2024-07-04,Headphones,3960.41,Hyderabad,CUST00506,5
2024-06-28,Printer,4364.67,Kolkata,CUST00875,3
2024-01-02,Laptop,4382.08,Ahmedabad,CUST00112,1
2024-06-16,Monitor,944.68,Kolkata,CUST00118,1
2024-05-23,Monitor,891.53,Kolkata,CUST00015,2
2024-06-11,Headphones,2426.85,Mumbai,CUST00826,3
2024-09-22,Headphones,1200.98,Delhi,CUST00865,5
2024-05-04,Headphones,4544.62,Pune,CUST00067,4
2024-09-20,Scanner,4513.04,Mumbai,CUST00257,1
2024-07-22,Keyboard,4275.79,Bangalore,CUST00592,4
2024-07-04,Webcam,3756.79,Hyderabad,CUST00720,4
2024-06-18,Monitor,2015.04,Kolkata,CUST00574,3
2024-06-24,Webcam,1783.67,Kolkata,CUST00219,3
2024-02-22,Mouse,1020.65,Ahmedabad,CUST00940,4
2024-04-02,Webcam,1373.38,Mumbai,CUST00191,2
2024-03-12,Scanner,1074.93,Kolkata,CUST00897,1
2024-08-16,Mouse,4469.79,Chennai,CUST00484,5
2024-03-07,Printer,2877.76,Chennai,CUST00487,5
2024-06-11,Printer,4582.65,Delhi,CUST00938,1
2024-08-12,Webcam,2427.19,Delhi,CUST00828,3
2024-06-15,Headphones,1745.21,Pune,CUST00834,4
2024-05-25,Headphones,4601.74,Mumbai,CUST00361,2
2024-01-21,Printer,4618.9,Hyderabad,CUST00598,4
2024-02-13,Headphones,4562.52,Ahmedabad,CUST00949,1
2024-01-14,Scanner,3090.44,Pune,CUST00950,2
2024-04-28,Monitor,3647.79,Ahmedabad,CUST00776,5
2024-02-28,Laptop,3965.43,Bangalore,CUST00870,5
2024-02-01,Scanner,3019.58,Bangalore,CUST00748,3
2024-09-16,Scanner,3424.94,Ahmedabad,CUST00826,2
2024-06-24,Scanner,4975.25,Hyderabad,CUST00047,3
2024-08-27,Keyboard,1920.94,Kolkata,CUST00291,4
2024-08-09,Laptop,4073.57,Delhi,CUST00130,5
2024-07-13,Scanner,2526.29,Kolkata,CUST00574,2
2024-03-14,Keyboard,1388.36,Hyderabad,CUST00854,1
2024-06-28,Monitor,1607.88,Ahmedabad,CUST00610,1
2024-05-10,Printer,2064.15,Hyderabad,CUST00041,2
2024-07-12,Keyboard,3270.84,Chennai,CUST00395,4
2024-04-14,Mouse,1730.3,Delhi,CUST00208,4
2024-12-20,Scanner,2274.71,Pune,CUST00111,2
2024-05-16,Monitor,4817.42,Kolkata,CUST00570,3
2024-05-04,Monitor,794.49,Pune,CUST00709,3
2024-08-18,Headphones,3035.82,Pune,CUST00313,3
2024-04-25,Mouse,2659.9,Pune,CUST00242,4
2024-04-05,Headphones,4819.76,Kolkata,CUST00981,3
2024-07-27,Laptop,1183.63,Chennai,CUST00867,2
2024-02-09,Printer,1729.98,Mumbai,CUST00495,1
2024-09-14,Keyboard,3538.11,Bangalore,CUST00625,3
2024-08-06,Scanner,3831.92,Kolkata,CUST00709,5
2024-06-30,Monitor,1377.36,Pune,CUST00968,1
2024-11-13,Mouse,4708.82,Ahmedabad,CUST00252,2
2024-01-16,Laptop,4815.02,Kolkata,CUST00136,2
2024-05-24,Printer,531.48,Delhi,CUST00416,2
2024-06-28,Headphones,4978.56,Kolkata,CUST00461,4
2024-06-20,Monitor,2136.96,Ahmedabad,CUST00941,5
2024-07-23,Headphones,2708.67,Delhi,CUST00321,3
2024-09-07,Webcam,239.89,Pune,CUST00956,5
2024-07-30,Mouse,2258.49,Bangalore,CUST00773,3
2024-03-27,Monitor,1094.75,Ahmedabad,CUST00507,3
2024-09-19,Scanner,2441.76,Ahmedabad,CUST00809,3
2024-07-10,Monitor,1976.74,Bangalore,CUST00656,2
2024-06-24,Printer,278.61,Delhi,CUST00650,3
2024-02-24,Printer,1054.49,Chennai,CUST00908,1
2024-06-07,Printer,125.05,Mumbai,CUST00604,1
2024-11-18,Headphones,3781.93,Pune,CUST00724,2
2024-08-01,Printer,3594.85,Hyderabad,CUST00392,5
2024-01-30,Webcam,4186.23,Bangalore,CUST00204,1
2024-05-04,Laptop,4531.82,Chennai,CUST00819,2
2024-05-29,Printer,399.62,Bangalore,CUST00978,3
2024-03-26,Webcam,3705.56,Pune,CUST00181,3
2024-01-04,Mouse,2899.19,Hyderabad,CUST00330,2
2024-01-27,Monitor,3622.46,Kolkata,CUST00538,2
2024-12-31,Headphones,1054.4,Pune,CUST00105,3
2024-02-01,Webcam,2574.41,Chennai,CUST00060,4
2024-12-06,Laptop,3110.42,Kolkata,CUST00729,1
2024-01-10,Laptop,2500.66,Chennai,CUST00741,5
2024-04-12,Mouse,1874.25,Ahmedabad,CUST00273,1
2024-05-01,Printer,233.87,Ahmedabad,CUST00822,3
2024-01-01,Keyboard,430.68,Kolkata,CUST00837,4
2024-06-21,Scanner,3681.48,Pune,CUST00956,4
2024-11-18,Keyboard,1464.66,Kolkata,CUST00278,1
2024-07-25,Monitor,1187.36,Chennai,CUST00007,4
2024-06-27,Mouse,2885.84,Chennai,CUST00944,5
2024-05-09,Printer,3658.09,Mumbai,CUST00807,4
2024-04-16,Monitor,4019.83,Pune,CUST00223,3
2024-07-19,Printer,4345.05,Mumbai,CUST00061,2
2024-11-16,Scanner,3969.58,Bangalore,CUST00596,2
2024-03-10,Laptop,1793.38,Ahmedabad,CUST00375,3
2024-10-31,Keyboard,4323.08,Chennai,CUST00997,4
2024-02-18,Mouse,3267.69,Pune,CUST00083,3
2024-11-16,Webcam,2668.76,Ahmedabad,CUST00023,3
2024-09-06,Mouse,892.69,Delhi,CUST00482,3
2024-10-19,Scanner,1783.76,Pune,CUST00409,5
2024-05-31,Webcam,2621.87,Hyderabad,CUST00754,5
2024-01-17,Mouse,3383.83,Mumbai,CUST00123,5
2024-01-05,Monitor,4002.01,Delhi,CUST00241,4
2024-11-21,Laptop,1158.74,Hyderabad,CUST00281,3
2024-03-23,Printer,4046.17,Delhi,CUST00810,5
2024-07-13,Printer,1287.37,Chennai,CUST00412,4
2024-04-12,Webcam,3182.38,Delhi,CUST00053,2
2024-12-06,Mouse,3236.87,Kolkata,CUST00380,4
2024-05-25,Mouse,1904.81,Hyderabad,CUST00558,2
2024-02-11,Printer,4728.75,Kolkata,CUST00828,4
2024-12-26,Laptop,2157.22,Mumbai,CUST00881,3
2024-02-22,Webcam,718.99,Ahmedabad,CUST00118,4
2024-11-19,Scanner,3040.74,Chennai,CUST00388,2
2024-07-10,Headphones,2888.02,Kolkata,CUST00329,4
2024-10-31,Webcam,606.38,Kolkata,CUST00578,1
2024-04-18,Monitor,1548.1,Ahmedabad,CUST00969,5
2024-07-20,Keyboard,1755.14,Bangalore,CUST00219,4
2024-06-11,Monitor,2400.85,Kolkata,CUST00702,2
2024-01-27,Printer,3264.99,Pune,CUST00658,4
2024-10-28,Laptop,1202.0,Hyderabad,CUST00805,2
2024-08-23,Printer,3536.56,Delhi,CUST00044,2
2024-03-18,Keyboard,1725.58,Pune,CUST00329,2
2024-12-26,Webcam,3179.09,Ahmedabad,CUST00569,4
2024-07-29,Mouse,1222.72,Bangalore,CUST00614,1
2024-01-10,Keyboard,1799.66,Mumbai,CUST00730,2
2024-04-22,Headphones,2616.67,Kolkata,CUST00572,4
2024-08-09,Headphones,3895.58,Chennai,CUST00372,1
2024-11-14,Headphones,2766.14,Mumbai,CUST00341,5
2024-05-27,Webcam,1249.53,Kolkata,CUST00280,5
2024-10-13,Keyboard,4385.59,Chennai,CUST00849,5
2024-08-16,Mouse,123.59,Kolkata,CUST00277,3
2024-11-19,Keyboard,742.67,Chennai,CUST00566,1
2024-02-21,Laptop,3135.12,Hyderabad,CUST00919,5
2024-08-09,Keyboard,3115.65,Hyderabad,CUST00146,1
2024-02-10,Keyboard,360.84,Hyderabad,CUST00875,3
2024-06-09,Headphones,3893.7,Delhi,CUST00482,3
2024-04-09,Printer,1804.5,Hyderabad,CUST00963,4
2024-07-02,Scanner,3141.61,Bangalore,CUST00800,3
2024-09-28,Laptop,1536.91,Delhi,CUST00862,1
2024-09-02,Keyboard,1817.44,Chennai,CUST00083,1
2024-01-02,Printer,1275.14,Hyderabad,CUST00142,5
2024-08-11,Mouse,1696.01,Kolkata,CUST00887,1
2024-11-30,Monitor,3869.98,Hyderabad,CUST00330,1
2024-12-06,Keyboard,320.17,Mumbai,CUST00295,4
2024-06-14,Monitor,1168.89,Mumbai,CUST00854,5
2024-03-31,Laptop,3695.55,Bangalore,CUST00466,4
2024-02-24,Laptop,274.0,Kolkata,CUST00251,5
2024-02-22,Webcam,1290.18,Delhi,CUST00817,1
2024-03-19,Keyboard,4664.24,Ahmedabad,CUST00488,5
2024-04-27,Monitor,242.3,Ahmedabad,CUST00063,3
2024-07-06,Monitor,192.11,Chennai,CUST00430,5
2024-03-31,Monitor,2602.96,Ahmedabad,CUST00965,5
2024-03-27,Laptop,1691.71,Mumbai,CUST00581,1
2024-02-07,Printer,352.03,Delhi,CUST00918,5
2024-05-24,Monitor,2601.57,Mumbai,CUST00960,4
2024-02-25,Scanner,520.33,Hyderabad,CUST00780,1
2024-03-30,Scanner,2659.23,Pune,CUST00474,3
2024-04-18,Headphones,838.45,Pune,CUST00712,4
2024-09-02,Webcam,1421.51,Chennai,CUST00157,1
2024-08-28,Headphones,1587.83,Mumbai,CUST00876,1
2024-09-03,Mouse,4570.33,Bangalore,CUST00456,3
2024-07-30,Headphones,2248.75,Chennai,CUST00780,1
2024-09-28,Mouse,3150.07,Ahmedabad,CUST00071,3
2024-02-18,Keyboard,3021.02,Kolkata,CUST00391,5
2024-04-14,Laptop,2166.8,Bangalore,CUST00623,2
2024-02-18,Keyboard,1951.51,Kolkata,CUST00086,4
2024-12-16,Laptop,2079.22,Bangalore,CUST00104,1
2024-01-21,Monitor,2575.3,Delhi,CUST00293,1
2024-03-11,Laptop,2697.54,Bangalore,CUST00474,3
2024-08-07,Printer,2985.59,Bangalore,CUST00339,5
2024-02-04,Headphones,1577.84,Ahmedabad,CUST00380,2
2024-06-25,Mouse,1796.95,Mumbai,CUST00851,1
2024-06-27,Scanner,903.87,Bangalore,CUST00041,5
2024-12-31,Scanner,753.68,Delhi,CUST00160,2
2024-03-24,Laptop,289.71,Pune,CUST00046,3
2024-11-06,Mouse,725.71,Mumbai,CUST00778,3
2024-04-24,Mouse,889.17,Ahmedabad,CUST00536,1
2024-06-16,Laptop,776.25,Kolkata,CUST00105,1
2024-06-12,Mouse,1290.92,Hyderabad,CUST00425,2
2024-10-10,Keyboard,3118.49,Hyderabad,CUST00902,4
2024-09-27,Webcam,2865.39,Pune,CUST00249,1
2024-02-16,Mouse,3595.3,Mumbai,CUST00100,2
2024-07-18,Laptop,4574.87,Kolkata,CUST00218,5
2024-12-19,Mouse,3803.27,Pune,CUST00861,4
2024-08-31,Keyboard,2643.05,Hyderabad,CUST00100,5
2024-10-31,Laptop,3050.51,Delhi,CUST00412,3
2024-09-04,Laptop,4148.66,Ahmedabad,CUST00396,4
2024-11-07,Mouse,4159.42,Ahmedabad,CUST00888,2
2024-05-16,Keyboard,4514.17,Kolkata,CUST00808,1
2024-03-10,Printer,279.0,Mumbai,CUST00458,3
2024-02-28,Laptop,4209.79,Ahmedabad,CUST00187,1
2024-11-05,Keyboard,1258.87,Mumbai,CUST00345,1
2024-07-18,Printer,4455.91,Delhi,CUST00268,2
2024-11-03,Laptop,614.12,Ahmedabad,CUST00880,1
2024-06-21,Monitor,722.6,Chennai,CUST00295,5
2024-07-27,Mouse,4482.81,Hyderabad,CUST00793,5
2024-08-24,Scanner,1083.27,Hyderabad,CUST00802,3
2024-07-27,Webcam,3825.68,Bangalore,CUST00614,4
2024-11-26,Laptop,1902.7,Delhi,CUST00752,1
2024-07-17,Laptop,4562.38,Bangalore,CUST00481,3
2024-08-12,Scanner,1467.16,Ahmedabad,CUST00804,1
2024-06-23,Printer,2658.71,Kolkata,CUST00797,5
2024-05-17,Webcam,1502.25,Delhi,CUST00100,3
2024-05-24,Mouse,2992.21,Mumbai,CUST00482,4
2024-04-16,Mouse,2275.01,Delhi,CUST00844,3
2024-05-24,Printer,4489.37,Kolkata,CUST00888,1
2024-09-16,Mouse,2053.9,Ahmedabad,CUST00188,3
2024-12-23,Printer,4387.26,Pune,CUST00563,3
2024-01-24,Monitor,3482.02,Pune,CUST00179,3
2024-02-01,Laptop,2150.49,Pune,CUST00308,1
2024-04-01,Scanner,2113.88,Chennai,CUST00299,4
2024-08-08,Laptop,484.91,Ahmedabad,CUST00704,5
2024-08-08,Monitor,3930.96,Ahmedabad,CUST00899,2
2024-07-24,Printer,613.82,Chennai,CUST00593,2
2024-09-14,Mouse,2241.39,Kolkata,CUST00156,5
2024-05-13,Headphones,2888.11,Bangalore,CUST00398,2
2024-05-18,Laptop,3182.71,Kolkata,CUST00054,2
2024-01-22,Scanner,2672.9,Chennai,CUST00343,4
2024-10-21,Laptop,2016.95,Mumbai,CUST00736,3
2024-06-26,Laptop,3805.49,Bangalore,CUST00273,1
2024-07-26,Laptop,4939.16,Hyderabad,CUST00106,4
2024-04-18,Monitor,2094.48,Hyderabad,CUST00177,4
2024-10-22,Monitor,3601.81,Chennai,CUST00425,1
2024-01-22,Mouse,1574.47,Delhi,CUST00293,3
2024-09-18,Laptop,2652.37,Delhi,CUST00364,3
2024-11-28,Laptop,3035.55,Chennai,CUST00667,5
2024-12-20,Webcam,164.38,Mumbai,CUST00015,3
2024-06-10,Headphones,4071.25,Chennai,CUST00618,4
2024-02-18,Printer,1510.2,Chennai,CUST00446,3
2024-11-27,Scanner,4614.37,Mumbai,CUST00038,3
2024-06-26,Mouse,4180.68,Delhi,CUST00483,2
2024-04-18,Monitor,762.79,Delhi,CUST00944,4
2024-10-11,Monitor,1214.64,Hyderabad,CUST00363,4
2024-01-19,Laptop,2685.41,Delhi,CUST00714,3
2024-12-01,Keyboard,4526.17,Ahmedabad,CUST00013,1
2024-01-20,Monitor,2971.63,Hyderabad,CUST00478,2
2024-09-11,Webcam,1360.22,Ahmedabad,CUST00432,5
2024-06-06,Webcam,230.33,Kolkata,CUST00820,4
2024-03-08,Webcam,1410.29,Ahmedabad,CUST00596,4
2024-07-12,Keyboard,1563.32,Ahmedabad,CUST00883,5
2024-06-03,Laptop,518.23,Hyderabad,CUST00937,3
2024-07-07,Laptop,1894.32,Hyderabad,CUST00208,5
2024-09-08,Headphones,3926.27,Mumbai,CUST00477,1
2024-02-14,Laptop,3092.86,Mumbai,CUST00331,4
2024-05-15,Headphones,3548.52,Hyderabad,CUST00862,3
2024-11-22,Webcam,347.12,Kolkata,CUST00183,2
2024-03-26,Scanner,1763.04,Delhi,CUST00741,3
2024-05-02,Webcam,4625.24,Hyderabad,CUST00206,3
2024-12-29,Printer,1457.43,Delhi,CUST00678,2
2024-11-20,Laptop,2859.04,Pune,CUST00441,5
2024-01-11,Printer,4441.0,Mumbai,CUST00973,5
2024-07-07,Laptop,1181.94,Mumbai,CUST00302,1
2024-11-28,Headphones,2677.14,Kolkata,CUST00649,1
2024-06-12,Webcam,1275.83,Mumbai,CUST00324,3
2024-10-09,Laptop,1158.08,Delhi,CUST00941,4
2024-08-17,Headphones,434.36,Mumbai,CUST00672,2
2024-05-19,Headphones,2119.01,Bangalore,CUST00807,4
2024-03-28,Headphones,332.13,Hyderabad,CUST00781,1
2024-09-28,Headphones,2064.31,Hyderabad,CUST00165,4
2024-11-01,Mouse,4897.67,Ahmedabad,CUST00499,5
2024-10-03,Webcam,3198.58,Delhi,CUST00868,2
2024-01-31,Keyboard,674.24,Mumbai,CUST00284,1
2024-01-31,Scanner,4148.37,Hyderabad,CUST00088,2
2024-04-27,Headphones,198.22,Chennai,CUST00325,2
2024-03-18,Laptop,4744.09,Chennai,CUST00517,1
2024-07-26,Scanner,443.15,Mumbai,CUST00381,4
2024-12-31,Monitor,2845.01,Chennai,CUST00260,2
2024-05-28,Mouse,3931.77,Bangalore,CUST00537,5
2024-02-19,Headphones,401.49,Pune,CUST00086,3
2024-09-17,Laptop,3799.15,Pune,CUST00815,2
2024-08-08,Keyboard,3378.02,Ahmedabad,CUST00914,4
2024-03-17,Keyboard,2005.24,Delhi,CUST00074,2
2024-08-24,Headphones,1870.74,Pune,CUST00812,4
2024-01-25,Headphones,3815.25,Bangalore,CUST00707,3
2024-01-09,Scanner,3442.93,Hyderabad,CUST00058,3
2024-04-23,Webcam,3544.58,Kolkata,CUST00309,4
2024-07-13,Monitor,2779.09,Chennai,CUST00995,2
2024-08-12,Mouse,2707.54,Mumbai,CUST00316,3
2024-11-29,Monitor,2750.61,Mumbai,CUST00425,4
2024-02-14,Scanner,2654.45,Chennai,CUST00233,3
2024-11-27,Laptop,639.42,Chennai,CUST00298,4
2024-12-08,Scanner,2912.72,Delhi,CUST00261,1
2024-03-26,Laptop,604.64,Chennai,CUST00047,1
2024-03-03,Mouse,4905.73,Chennai,CUST00562,5
2024-05-08,Mouse,628.54,Hyderabad,CUST00089,2
2024-01-08,Printer,2770.62,Delhi,CUST00583,5
2024-05-21,Monitor,1735.42,Kolkata,CUST00992,5
2024-04-16,Monitor,362.38,Bangalore,CUST00908,5
2024-02-15,Laptop,4691.88,Bangalore,CUST00443,4
2024-01-19,Laptop,943.98,Bangalore,CUST00769,4
2024-03-12,Mouse,275.16,Kolkata,CUST00875,5
2024-05-10,Webcam,3695.41,Hyderabad,CUST00509,2
2024-12-25,Scanner,4900.45,Bangalore,CUST00833,4
2024-08-09,Scanner,2088.1,Ahmedabad,CUST00262,3
2024-06-03,Keyboard,4792.76,Ahmedabad,CUST00337,1
2024-09-23,Scanner,4888.01,Hyderabad,CUST00864,2
2024-01-22,Printer,3808.13,Pune,CUST00732,1
2024-08-11,Laptop,4485.53,Chennai,CUST00621,3
2024-11-04,Mouse,1265.99,Kolkata,CUST00098,1
2024-06-20,Headphones,4073.58,Kolkata,CUST00013,3
2024-04-25,Monitor,4793.48,Bangalore,CUST00932,4
2024-01-27,Scanner,3335.77,Ahmedabad,CUST00223,3
2024-06-19,Mouse,3492.1,Delhi,CUST00966,4
2024-02-11,Scanner,3218.05,Kolkata,CUST00118,4
2024-09-05,Webcam,996.51,Bangalore,CUST00220,4
2024-12-15,Monitor,166.95,Chennai,CUST00212,1
2024-08-29,Keyboard,4768.16,Ahmedabad,CUST00033,4
2024-05-30,Printer,1210.13,Ahmedabad,CUST00825,1
2024-04-02,Monitor,271.05,Pune,CUST00830,1
2024-06-30,Monitor,3693.65,Bangalore,CUST00501,1
2024-08-05,Mouse,2758.55,Ahmedabad,CUST00047,2
2024-08-09,Webcam,1435.59,Bangalore,CUST00713,5
2024-08-11,Scanner,4874.89,Hyderabad,CUST00870,1
2024-09-08,Printer,3817.13,Mumbai,CUST00438,1
2024-08-23,Keyboard,2491.69,Ahmedabad,CUST00400,1
2024-09-04,Laptop,3145.49,Chennai,CUST00107,3
2024-06-12,Printer,1580.68,Bangalore,CUST00553,2
2024-10-13,Printer,4856.05,Chennai,CUST00511,1
2024-03-24,Monitor,3680.18,Ahmedabad,CUST00578,5
2024-12-22,Printer,693.67,Chennai,CUST00806,2
2024-06-18,Laptop,3458.09,Pune,CUST00734,4
2024-11-30,Monitor,3194.12,Ahmedabad,CUST00978,4
2024-08-07,Mouse,2158.45,Hyderabad,CUST00131,5
2024-05-15,Scanner,4860.51,Chennai,CUST00587,5
2024-06-19,Scanner,1966.61,Ahmedabad,CUST00883,2
2024-02-10,Printer,2274.86,Bangalore,CUST00702,5
2024-09-04,Mouse,735.62,Kolkata,CUST00249,3
2024-08-18,Mouse,3685.58,Pune,CUST00618,1
2024-08-26,Monitor,3142.23,Bangalore,CUST00287,2
2024-02-13,Mouse,4222.58,Delhi,CUST00155,1
2024-03-27,Printer,4680.72,Chennai,CUST00160,2
2024-07-23,Mouse,875.27,Chennai,CUST00030,5
2024-09-05,Mouse,2424.49,Mumbai,CUST00878,5
2024-03-27,Headphones,4358.87,Mumbai,CUST00188,4
2024-07-20,Headphones,4921.86,Ahmedabad,CUST00891,1
2024-06-15,Headphones,759.13,Hyderabad,CUST00370,4
2024-04-21,Laptop,4426.45,Hyderabad,CUST00939,3
2024-07-17,Printer,2102.25,Mumbai,CUST00896,4
2024-05-02,Webcam,1023.56,Mumbai,CUST00680,5
2024-08-01,Printer,3430.81,Chennai,CUST00866,3
2024-02-09,Printer,4821.26,Bangalore,CUST00477,5
2024-02-12,Printer,2215.61,Mumbai,CUST00049,3
2024-12-25,Monitor,1888.28,Kolkata,CUST00333,1
2024-03-09,Scanner,4758.7,Hyderabad,CUST00769,5
2024-05-03,Keyboard,2310.24,Ahmedabad,CUST00596,5
2024-12-14,Webcam,1584.41,Delhi,CUST00880,5
2024-09-09,Headphones,1841.95,Mumbai,CUST00323,3
2024-12-14,Headphones,357.38,Delhi,CUST00517,2
2024-05-12,Webcam,4778.32,Ahmedabad,CUST00784,4
2024-06-09,Printer,3416.55,Pune,CUST00469,2
2024-07-11,Printer,295.17,Ahmedabad,CUST00832,1
2024-12-21,Monitor,190.91,Kolkata,CUST00223,2
